0.574457 1 1 2 9 1
0.574606 1.02 1.02 2 9 1
0.574683 1.03 1.03 2 9 1
0.574762 1.04 1.04 2 9 1
0.574843 1.05 1.05 2 9 1
0.574925 1.06 1.06 2 9 1
0.57501 1.07 1.07 2 9 1
0.575096 1.08 1.08 2 9 1
0.575185 1.09 1.09 2 9 1
0.575275 1.1 1.1 2 9 1
0.575368 1.11 1.11 2 9 1
0.575463 1.11999 1.11999 2 9 1
0.57556 1.12999 1.12999 2 9 1
0.575659 1.13999 1.13999 2 9 1
0.575761 1.14999 1.14999 2 9 1
0.575865 1.15999 1.15999 2 9 1
0.575971 1.16999 1.16999 2 9 1
0.57608 1.17999 1.17999 2 9 1
0.576191 1.18999 1.18999 2 9 1
0.576305 1.19999 1.19999 2 9 1
0.576421 1.20999 1.20999 2 9 1
0.576541 1.21999 1.21999 2 9 1
0.576663 1.22999 1.22999 2 9 1
0.576788 1.23999 1.23999 2 9 1
0.576915 1.24999 1.24999 2 9 1
0.577046 1.25998 1.25998 2 9 1
0.57718 1.26998 1.26998 2 9 1
0.577317 1.27998 1.27998 2 9 1
0.577457 1.28998 1.28998 2 9 1
0.5776 1.29998 1.29998 2 9 1
0.577746 1.30998 1.30998 2 9 1
0.577896 1.31998 1.31998 2 9 1
0.57805 1.32998 1.32998 2 9 1
0.578207 1.33997 1.33997 2 9 1
0.578367 1.34997 1.34997 2 9 1
0.578531 1.35997 1.35997 2 9 1
0.5787 1.36997 1.36997 2 9 1
0.578872 1.37997 1.37997 2 9 1
0.579048 1.38997 1.38997 2 9 1
0.579228 1.39996 1.39996 2 9 1
0.579412 1.40996 1.40996 2 9 1
0.5796 1.41996 1.41996 2 9 1
0.579793 1.42996 1.42996 2 9 1
0.57999 1.43996 1.43996 2 9 1
0.580192 1.44995 1.44995 2 9 1
0.580399 1.45995 1.45995 2 9 1
0.58061 1.46995 1.46995 2 9 1
0.580826 1.47995 1.47995 2 9 1
0.581047 1.48994 1.48994 2 9 1
0.581273 1.49994 1.49994 2 9 1
0.581505 1.50994 1.50994 2 9 1
0.581741 1.51993 1.51993 2 9 1
0.581984 1.52993 1.52993 2 9 1
0.582231 1.53993 1.53993 2 9 1
0.582485 1.54992 1.54992 2 9 1
0.582744 1.55992 1.55992 2 9 1
0.583009 1.56991 1.56991 2 9 1
0.583281 1.57991 1.57991 2 9 1
0.583559 1.58991 1.58991 2 9 1
0.583843 1.5999 1.5999 2 9 1
0.584133 1.6099 1.6099 2 9 1
0.58443 1.61989 1.61989 2 9 1
0.584735 1.62989 1.62989 2 9 1
0.585046 1.63988 1.63988 2 9 1
0.585364 1.64987 1.64987 2 9 1
0.585689 1.65987 1.65987 2 9 1
0.586022 1.66986 1.66986 2 9 1
0.586363 1.67985 1.67985 2 9 1
0.586711 1.68985 1.68985 2 9 1
0.587068 1.69984 1.69984 2 9 1
0.587433 1.70983 1.70983 2 9 1
0.587805 1.71982 1.71982 2 9 1
0.588187 1.72982 1.72982 2 9 1
0.588577 1.73981 1.73981 2 9 1
0.588976 1.7498 1.7498 2 9 1
0.589385 1.75979 1.75979 2 9 1
0.589802 1.76978 1.76978 2 9 1
0.590229 1.77977 1.77977 2 9 1
0.590666 1.78976 1.78976 2 9 1
0.591113 1.79974 1.79974 2 9 1
0.59157 1.80973 1.80973 2 9 1
0.592038 1.81972 1.81972 2 9 1
0.592516 1.82971 1.82971 2 9 1
0.593005 1.83969 1.83969 2 9 1
0.593505 1.84968 1.84968 2 9 1
0.594016 1.85966 1.85966 2 9 1
0.594539 1.86965 1.86965 2 9 1
0.595074 1.87963 1.87963 2 9 1
0.595622 1.88961 1.88961 2 9 1
0.596181 1.8996 1.8996 2 9 1
0.596753 1.90958 1.90958 2 9 1
0.597338 1.91956 1.91956 2 9 1
0.597937 1.92954 1.92954 2 9 1
0.598549 1.93952 1.93952 2 9 1
0.599174 1.94949 1.94949 2 9 1
0.599814 1.95947 1.95947 2 9 1
0.600469 1.96944 1.96944 2 9 1
0.601138 1.97942 1.97942 2 9 1
0.601822 1.98939 1.98939 2 9 1
0.602521 1.99936 1.99936 2 9 1
0.603236 2.00934 2.00934 2 9 1
0.603967 2.0193 2.0193 2 9 1
0.604715 2.02927 2.02927 2 9 1
0.605479 2.03924 2.03924 2 9 1
0.606261 2.0492 2.0492 2 9 1
0.60706 2.05917 2.05917 2 9 1
